run,position,methylated,unmethylated,pct_meth,coverage,context,sample,treatment
SRR6995996,59,5098,507495,0.99,512593,CHH,HB2,oil
SRR6995996,60,4981,510151,0.97,515132,CHH,HB2,oil
SRR6995996,61,5207,510750,1.01,515957,CHH,HB2,oil
SRR6995996,62,5345,503826,1.05,509171,CHH,HB2,oil
SRR6995996,63,5233,502666,1.03,507899,CHH,HB2,oil
SRR6995996,64,5293,502567,1.04,507860,CHH,HB2,oil
SRR6995996,65,5562,498666,1.1,504228,CHH,HB2,oil
SRR6995996,66,5449,499886,1.08,505335,CHH,HB2,oil
SRR6995996,67,5644,498029,1.12,503673,CHH,HB2,oil
SRR6995996,68,5758,492279,1.16,498037,CHH,HB2,oil
SRR6995996,69,5632,493578,1.13,499210,CHH,HB2,oil
SRR6995996,70,5828,495228,1.16,501056,CHH,HB2,oil
SRR6995996,71,5883,490017,1.19,495900,CHH,HB2,oil
SRR6995996,72,5851,490157,1.18,496008,CHH,HB2,oil
SRR6995996,73,6028,490625,1.21,496653,CHH,HB2,oil
SRR6995996,74,6157,484698,1.25,490855,CHH,HB2,oil
SRR6995996,75,6348,484339,1.29,490687,CHH,HB2,oil
SRR6995996,76,6466,484135,1.32,490601,CHH,HB2,oil
SRR6995996,77,6365,476830,1.32,483195,CHH,HB2,oil
SRR6995996,78,6511,475690,1.35,482201,CHH,HB2,oil
SRR6995996,79,6484,469894,1.36,476378,CHH,HB2,oil
SRR6995996,80,6537,460506,1.4,467043,CHH,HB2,oil
SRR6995996,81,6498,460884,1.39,467382,CHH,HB2,oil
SRR6995996,82,6803,456246,1.47,463049,CHH,HB2,oil
SRR6995996,83,6627,448843,1.45,455470,CHH,HB2,oil
SRR6995996,84,6816,448214,1.5,455030,CHH,HB2,oil
SRR6995996,85,6705,446217,1.48,452922,CHH,HB2,oil
SRR6995996,86,6919,439135,1.55,446054,CHH,HB2,oil
SRR6995996,87,6619,432533,1.51,439152,CHH,HB2,oil
SRR6995996,88,6045,410150,1.45,416195,CHH,HB2,oil
SRR6995996,89,2365,132093,1.76,134458,CHH,HB2,oil
SRR6995997,1,33869,16323,67.48,50192,CpG,NB3,control
SRR6995997,2,34891,15617,69.08,50508,CpG,NB3,control
SRR6995997,3,35886,15447,69.91,51333,CpG,NB3,control
SRR6995997,4,38947,16493,70.25,55440,CpG,NB3,control
SRR6995997,5,37583,17246,68.55,54829,CpG,NB3,control
SRR6995997,6,39670,15222,72.27,54892,CpG,NB3,control
SRR6995997,7,39448,15957,71.2,55405,CpG,NB3,control
SRR6995997,8,40759,15686,72.21,56445,CpG,NB3,control
SRR6995997,9,41498,15351,73,56849,CpG,NB3,control
SRR6995997,10,41044,15766,72.25,56810,CpG,NB3,control
SRR6995997,11,40592,15858,71.91,56450,CpG,NB3,control
SRR6995997,12,41349,15761,72.4,57110,CpG,NB3,control
SRR6995997,13,42040,17394,70.73,59434,CpG,NB3,control
SRR6995997,14,41473,15901,72.29,57374,CpG,NB3,control
SRR6995997,15,42271,16016,72.52,58287,CpG,NB3,control
SRR6995997,16,44027,17810,71.2,61837,CpG,NB3,control
SRR6995997,17,42657,16082,72.62,58739,CpG,NB3,control
SRR6995997,18,43424,15552,73.63,58976,CpG,NB3,control
SRR6995997,19,44245,16422,72.93,60667,CpG,NB3,control
SRR6995997,20,43819,16361,72.81,60180,CpG,NB3,control
SRR6995997,21,42604,15753,73.01,58357,CpG,NB3,control
SRR6995997,22,43990,16427,72.81,60417,CpG,NB3,control
SRR6995997,23,44274,16222,73.19,60496,CpG,NB3,control
SRR6995997,24,44982,16196,73.53,61178,CpG,NB3,control
SRR6995997,25,44774,16535,73.03,61309,CpG,NB3,control
SRR6995997,26,44372,16260,73.18,60632,CpG,NB3,control
SRR6995997,27,44540,15849,73.76,60389,CpG,NB3,control
SRR6995997,28,45032,16264,73.47,61296,CpG,NB3,control
SRR6995997,29,43936,15633,73.76,59569,CpG,NB3,control
SRR6995997,30,44213,15639,73.87,59852,CpG,NB3,control
SRR6995997,31,44550,16308,73.2,60858,CpG,NB3,control
SRR6995997,32,44024,15908,73.46,59932,CpG,NB3,control
SRR6995997,33,43459,15595,73.59,59054,CpG,NB3,control
SRR6995997,34,45220,16107,73.74,61327,CpG,NB3,control
SRR6995997,35,44293,15792,73.72,60085,CpG,NB3,control
SRR6995997,36,44845,15982,73.73,60827,CpG,NB3,control
SRR6995997,37,44953,15976,73.78,60929,CpG,NB3,control
SRR6995997,38,43720,15802,73.45,59522,CpG,NB3,control
SRR6995997,39,43952,15393,74.06,59345,CpG,NB3,control
SRR6995997,40,44562,15720,73.92,60282,CpG,NB3,control
SRR6995997,41,43576,15758,73.44,59334,CpG,NB3,control
SRR6995997,42,43318,15396,73.78,58714,CpG,NB3,control
SRR6995997,43,44086,15752,73.68,59838,CpG,NB3,control
SRR6995997,44,43816,15378,74.02,59194,CpG,NB3,control
SRR6995997,45,43093,15423,73.64,58516,CpG,NB3,control
SRR6995997,46,43957,15970,73.35,59927,CpG,NB3,control
SRR6995997,47,43573,15310,74,58883,CpG,NB3,control
SRR6995997,48,43510,15442,73.81,58952,CpG,NB3,control
SRR6995997,49,43182,15826,73.18,59008,CpG,NB3,control
SRR6995997,50,42750,15563,73.31,58313,CpG,NB3,control
SRR6995997,51,42156,15099,73.63,57255,CpG,NB3,control
SRR6995997,52,42125,15512,73.09,57637,CpG,NB3,control
SRR6995997,53,42091,15232,73.43,57323,CpG,NB3,control
SRR6995997,54,42005,15061,73.61,57066,CpG,NB3,control
SRR6995997,55,42650,15469,73.38,58119,CpG,NB3,control
SRR6995997,56,41488,15169,73.23,56657,CpG,NB3,control
SRR6995997,57,41440,14999,73.42,56439,CpG,NB3,control
SRR6995997,58,41692,15361,73.08,57053,CpG,NB3,control
SRR6995997,59,41158,15158,73.08,56316,CpG,NB3,control
SRR6995997,60,41008,15063,73.14,56071,CpG,NB3,control
SRR6995997,61,40875,15255,72.82,56130,CpG,NB3,control
SRR6995997,62,39985,14909,72.84,54894,CpG,NB3,control
SRR6995997,63,39823,14783,72.93,54606,CpG,NB3,control
SRR6995997,64,39760,15010,72.59,54770,CpG,NB3,control
SRR6995997,65,39037,14708,72.63,53745,CpG,NB3,control
SRR6995997,66,39178,14178,73.43,53356,CpG,NB3,control
SRR6995997,67,39123,14523,72.93,53646,CpG,NB3,control
SRR6995997,68,38500,14320,72.89,52820,CpG,NB3,control
SRR6995997,69,37957,14143,72.85,52100,CpG,NB3,control
SRR6995997,70,37789,14506,72.26,52295,CpG,NB3,control
SRR6995997,71,37258,14054,72.61,51312,CpG,NB3,control
SRR6995997,72,36256,13797,72.44,50053,CpG,NB3,control
SRR6995997,73,36546,13988,72.32,50534,CpG,NB3,control
SRR6995997,74,35716,13742,72.21,49458,CpG,NB3,control
SRR6995997,75,35257,13436,72.41,48693,CpG,NB3,control
SRR6995997,76,34911,13748,71.75,48659,CpG,NB3,control
SRR6995997,77,34245,13453,71.8,47698,CpG,NB3,control
SRR6995997,78,33867,13190,71.97,47057,CpG,NB3,control
SRR6995997,79,33441,13439,71.33,46880,CpG,NB3,control
SRR6995997,80,32681,13013,71.52,45694,CpG,NB3,control
SRR6995997,81,32141,12618,71.81,44759,CpG,NB3,control
SRR6995997,82,31482,12836,71.04,44318,CpG,NB3,control
SRR6995997,83,30313,12410,70.95,42723,CpG,NB3,control
SRR6995997,84,29510,12053,71,41563,CpG,NB3,control
SRR6995997,85,28935,12251,70.25,41186,CpG,NB3,control
SRR6995997,86,27626,11586,70.45,39212,CpG,NB3,control
SRR6995997,87,26063,11220,69.91,37283,CpG,NB3,control
SRR6995997,88,22904,11129,67.3,34033,CpG,NB3,control
SRR6995997,89,6389,3517,64.5,9906,CpG,NB3,control
SRR6995997,1,1846,56757,3.15,58603,CHG,NB3,control
SRR6995997,2,1664,57786,2.8,59450,CHG,NB3,control
SRR6995997,3,1490,59040,2.46,60530,CHG,NB3,control
SRR6995997,4,1559,56162,2.7,57721,CHG,NB3,control
SRR6995997,5,1593,57731,2.69,59324,CHG,NB3,control
SRR6995997,6,1484,60296,2.4,61780,CHG,NB3,control
SRR6995997,7,1312,58057,2.21,59369,CHG,NB3,control
SRR6995997,8,1507,60432,2.43,61939,CHG,NB3,control
SRR6995997,9,1441,61391,2.29,62832,CHG,NB3,control
SRR6995997,10,3485,60994,5.4,64479,CHG,NB3,control
SRR6995997,11,1361,62778,2.12,64139,CHG,NB3,control
SRR6995997,12,1087,62303,1.71,63390,CHG,NB3,control
SRR6995997,13,1077,61671,1.72,62748,CHG,NB3,control
SRR6995997,14,1159,64241,1.77,65400,CHG,NB3,control
SRR6995997,15,1120,62681,1.76,63801,CHG,NB3,control
SRR6995997,16,1245,61961,1.97,63206,CHG,NB3,control
SRR6995997,17,1126,61993,1.78,63119,CHG,NB3,control
SRR6995997,18,1094,61904,1.74,62998,CHG,NB3,control
SRR6995997,19,1217,62640,1.91,63857,CHG,NB3,control
SRR6995997,20,1187,63106,1.85,64293,CHG,NB3,control
SRR6995997,21,1092,62798,1.71,63890,CHG,NB3,control
SRR6995997,22,1211,64313,1.85,65524,CHG,NB3,control
SRR6995997,23,1247,63571,1.92,64818,CHG,NB3,control
SRR6995997,24,1143,64102,1.75,65245,CHG,NB3,control
SRR6995997,25,1116,63283,1.73,64399,CHG,NB3,control
SRR6995997,26,1185,63140,1.84,64325,CHG,NB3,control
SRR6995997,27,1285,63493,1.98,64778,CHG,NB3,control
SRR6995997,28,1186,62463,1.86,63649,CHG,NB3,control
SRR6995997,29,1148,64024,1.76,65172,CHG,NB3,control
SRR6995997,30,1128,62719,1.77,63847,CHG,NB3,control
SRR6995997,31,1153,61690,1.83,62843,CHG,NB3,control
SRR6995997,32,1182,62973,1.84,64155,CHG,NB3,control
SRR6995997,33,1075,61608,1.71,62683,CHG,NB3,control
SRR6995997,34,1148,60975,1.85,62123,CHG,NB3,control
SRR6995997,35,1186,62797,1.85,63983,CHG,NB3,control
SRR6995997,36,1115,61538,1.78,62653,CHG,NB3,control
SRR6995997,37,1110,61074,1.79,62184,CHG,NB3,control
SRR6995997,38,1190,62169,1.88,63359,CHG,NB3,control
SRR6995997,39,1106,62182,1.75,63288,CHG,NB3,control
SRR6995997,40,1059,61706,1.69,62765,CHG,NB3,control
SRR6995997,41,1132,61870,1.8,63002,CHG,NB3,control
SRR6995997,42,1013,61074,1.63,62087,CHG,NB3,control
SRR6995997,43,1143,60743,1.85,61886,CHG,NB3,control
SRR6995997,44,1127,61104,1.81,62231,CHG,NB3,control
SRR6995997,45,1072,61237,1.72,62309,CHG,NB3,control
SRR6995997,46,1119,59925,1.83,61044,CHG,NB3,control
SRR6995997,47,1126,61091,1.81,62217,CHG,NB3,control
SRR6995997,48,1064,60950,1.72,62014,CHG,NB3,control
SRR6995997,49,1128,59765,1.85,60893,CHG,NB3,control
SRR6995997,50,1099,61238,1.76,62337,CHG,NB3,control
SRR6995997,51,1085,61183,1.74,62268,CHG,NB3,control
SRR6995997,52,1084,59789,1.78,60873,CHG,NB3,control
SRR6995997,53,1175,60460,1.91,61635,CHG,NB3,control
SRR6995997,54,1147,60363,1.86,61510,CHG,NB3,control
SRR6995997,55,1107,59603,1.82,60710,CHG,NB3,control
SRR6995997,56,1153,59916,1.89,61069,CHG,NB3,control
SRR6995997,57,1055,59479,1.74,60534,CHG,NB3,control
SRR6995997,58,1113,58557,1.87,59670,CHG,NB3,control
SRR6995997,59,1110,59200,1.84,60310,CHG,NB3,control
SRR6995997,60,1058,58792,1.77,59850,CHG,NB3,control
SRR6995997,61,1090,59682,1.79,60772,CHG,NB3,control
SRR6995997,62,1148,59153,1.9,60301,CHG,NB3,control
SRR6995997,63,1088,58426,1.83,59514,CHG,NB3,control
SRR6995997,64,1096,58520,1.84,59616,CHG,NB3,control
SRR6995997,65,1072,58853,1.79,59925,CHG,NB3,control
SRR6995997,66,1045,57911,1.77,58956,CHG,NB3,control
SRR6995997,67,1130,57002,1.94,58132,CHG,NB3,control
SRR6995997,68,1120,56465,1.94,57585,CHG,NB3,control
SRR6995997,69,985,56208,1.72,57193,CHG,NB3,control
SRR6995997,70,1105,54624,1.98,55729,CHG,NB3,control
SRR6995997,71,1059,55879,1.86,56938,CHG,NB3,control
SRR6995997,72,1043,55324,1.85,56367,CHG,NB3,control
SRR6995997,73,995,54467,1.79,55462,CHG,NB3,control
SRR6995997,74,1090,54325,1.97,55415,CHG,NB3,control
SRR6995997,75,1051,53722,1.92,54773,CHG,NB3,control
SRR6995997,76,1094,52725,2.03,53819,CHG,NB3,control
SRR6995997,77,1105,53122,2.04,54227,CHG,NB3,control
SRR6995997,78,1055,51882,1.99,52937,CHG,NB3,control
SRR6995997,79,1056,50534,2.05,51590,CHG,NB3,control
SRR6995997,80,1110,50173,2.16,51283,CHG,NB3,control
SRR6995997,81,1021,49722,2.01,50743,CHG,NB3,control
SRR6995997,82,1007,49284,2,50291,CHG,NB3,control
SRR6995997,83,1055,48452,2.13,49507,CHG,NB3,control
SRR6995997,84,992,47405,2.05,48397,CHG,NB3,control
SRR6995997,85,993,45747,2.12,46740,CHG,NB3,control
SRR6995997,86,943,45257,2.04,46200,CHG,NB3,control
SRR6995997,87,926,43505,2.08,44431,CHG,NB3,control
SRR6995997,88,828,38371,2.11,39199,CHG,NB3,control
SRR6995997,89,136,10462,1.28,10598,CHG,NB3,control
SRR6995997,1,2145,95813,2.19,97958,CHH,NB3,control
SRR6995997,2,2188,92879,2.3,95067,CHH,NB3,control
SRR6995997,3,2025,93722,2.11,95747,CHH,NB3,control
SRR6995997,4,2088,92794,2.2,94882,CHH,NB3,control
SRR6995997,5,2058,93461,2.15,95519,CHH,NB3,control
SRR6995997,6,2010,94132,2.09,96142,CHH,NB3,control
SRR6995997,7,2038,96333,2.07,98371,CHH,NB3,control
SRR6995997,8,1878,92882,1.98,94760,CHH,NB3,control
SRR6995997,9,2237,93619,2.33,95856,CHH,NB3,control
SRR6995997,10,2284,92663,2.41,94947,CHH,NB3,control
SRR6995997,11,3482,92344,3.63,95826,CHH,NB3,control
SRR6995997,12,1572,95310,1.62,96882,CHH,NB3,control
SRR6995997,13,1678,94063,1.75,95741,CHH,NB3,control
SRR6995997,14,1554,92219,1.66,93773,CHH,NB3,control
SRR6995997,15,1550,93259,1.63,94809,CHH,NB3,control
SRR6995997,16,1581,93377,1.66,94958,CHH,NB3,control
SRR6995997,17,1532,92951,1.62,94483,CHH,NB3,control
SRR6995997,18,1442,95267,1.49,96709,CHH,NB3,control
SRR6995997,19,1682,92882,1.78,94564,CHH,NB3,control
SRR6995997,20,1547,91018,1.67,92565,CHH,NB3,control
SRR6995997,21,1507,91798,1.62,93305,CHH,NB3,control
SRR6995997,22,1593,92127,1.7,93720,CHH,NB3,control
SRR6995997,23,1480,92052,1.58,93532,CHH,NB3,control
SRR6995997,24,1489,92862,1.58,94351,CHH,NB3,control
SRR6995997,25,1486,91520,1.6,93006,CHH,NB3,control
SRR6995997,26,1503,89392,1.65,90895,CHH,NB3,control
SRR6995997,27,1653,90342,1.8,91995,CHH,NB3,control
SRR6995997,28,1500,90748,1.63,92248,CHH,NB3,control
SRR6995997,29,1449,89763,1.59,91212,CHH,NB3,control
SRR6995997,30,1386,90527,1.51,91913,CHH,NB3,control
SRR6995997,31,1513,90549,1.64,92062,CHH,NB3,control
SRR6995997,32,1428,88705,1.58,90133,CHH,NB3,control
SRR6995997,33,1434,90373,1.56,91807,CHH,NB3,control
SRR6995997,34,1513,90228,1.65,91741,CHH,NB3,control
SRR6995997,35,1422,88161,1.59,89583,CHH,NB3,control
SRR6995997,36,1406,89343,1.55,90749,CHH,NB3,control
SRR6995997,37,1490,88342,1.66,89832,CHH,NB3,control
SRR6995997,38,1385,88043,1.55,89428,CHH,NB3,control
SRR6995997,39,1445,89116,1.6,90561,CHH,NB3,control
SRR6995997,40,1406,89022,1.55,90428,CHH,NB3,control
SRR6995997,41,1463,88186,1.63,89649,CHH,NB3,control
SRR6995997,42,1439,89425,1.58,90864,CHH,NB3,control
SRR6995997,43,1498,89036,1.65,90534,CHH,NB3,control
SRR6995997,44,1448,87743,1.62,89191,CHH,NB3,control
SRR6995997,45,1413,88781,1.57,90194,CHH,NB3,control
SRR6995997,46,1437,88606,1.6,90043,CHH,NB3,control
SRR6995997,47,1478,86899,1.67,88377,CHH,NB3,control
SRR6995997,48,1458,88079,1.63,89537,CHH,NB3,control
SRR6995997,49,1568,87655,1.76,89223,CHH,NB3,control
SRR6995997,50,1603,86722,1.81,88325,CHH,NB3,control
SRR6995997,51,1539,88253,1.71,89792,CHH,NB3,control
SRR6995997,52,1635,88377,1.82,90012,CHH,NB3,control
SRR6995997,53,1631,86973,1.84,88604,CHH,NB3,control
SRR6995997,54,1624,88232,1.81,89856,CHH,NB3,control
SRR6995997,55,1713,87311,1.92,89024,CHH,NB3,control
SRR6995997,56,1676,86087,1.91,87763,CHH,NB3,control
SRR6995997,57,1632,87211,1.84,88843,CHH,NB3,control
SRR6995997,58,1590,87463,1.79,89053,CHH,NB3,control
SRR6995997,59,1693,86074,1.93,87767,CHH,NB3,control
SRR6995997,60,1586,87305,1.78,88891,CHH,NB3,control
SRR6995997,61,1650,87390,1.85,89040,CHH,NB3,control
SRR6995997,62,1647,86173,1.88,87820,CHH,NB3,control
SRR6995997,63,1588,86771,1.8,88359,CHH,NB3,control
SRR6995997,64,1593,85370,1.83,86963,CHH,NB3,control
SRR6995997,65,1538,84079,1.8,85617,CHH,NB3,control
SRR6995997,66,1605,85159,1.85,86764,CHH,NB3,control
SRR6995997,67,1620,84971,1.87,86591,CHH,NB3,control
SRR6995997,68,1621,83050,1.91,84671,CHH,NB3,control
SRR6995997,69,1533,84025,1.79,85558,CHH,NB3,control
SRR6995997,70,1573,83726,1.84,85299,CHH,NB3,control
SRR6995997,71,1524,81952,1.83,83476,CHH,NB3,control
SRR6995997,72,1477,82788,1.75,84265,CHH,NB3,control
SRR6995997,73,1572,81638,1.89,83210,CHH,NB3,control
SRR6995997,74,1480,80346,1.81,81826,CHH,NB3,control
SRR6995997,75,1578,80409,1.92,81987,CHH,NB3,control
SRR6995997,76,1515,80166,1.85,81681,CHH,NB3,control
SRR6995997,77,1574,78596,1.96,80170,CHH,NB3,control
SRR6995997,78,1447,78206,1.82,79653,CHH,NB3,control
SRR6995997,79,1493,77513,1.89,79006,CHH,NB3,control
SRR6995997,80,1534,75569,1.99,77103,CHH,NB3,control
SRR6995997,81,1480,75994,1.91,77474,CHH,NB3,control
SRR6995997,82,1515,74948,1.98,76463,CHH,NB3,control
SRR6995997,83,1498,73241,2,74739,CHH,NB3,control
SRR6995997,84,1376,72731,1.86,74107,CHH,NB3,control
SRR6995997,85,1362,71517,1.87,72879,CHH,NB3,control
SRR6995997,86,1390,69359,1.96,70749,CHH,NB3,control
SRR6995997,87,1233,67076,1.81,68309,CHH,NB3,control
SRR6995997,88,1051,60951,1.7,62002,CHH,NB3,control
SRR6995997,89,325,19311,1.66,19636,CHH,NB3,control
SRR6995998,1,40844,93854,30.32,134698,CpG,NB6,control
SRR6995998,2,40536,91769,30.64,132305,CpG,NB6,control
SRR6995998,3,42398,91175,31.74,133573,CpG,NB6,control
SRR6995998,4,46771,96142,32.73,142913,CpG,NB6,control
SRR6995998,5,44970,102008,30.6,146978,CpG,NB6,control
SRR6995998,6,45886,91957,33.29,137843,CpG,NB6,control
SRR6995998,7,46841,93340,33.41,140181,CpG,NB6,control
SRR6995998,8,47860,91132,34.43,138992,CpG,NB6,control
SRR6995998,9,57992,88805,39.5,146797,CpG,NB6,control
SRR6995998,10,48347,90933,34.71,139280,CpG,NB6,control
SRR6995998,11,47139,90238,34.31,137377,CpG,NB6,control
SRR6995998,12,46778,92700,33.54,139478,CpG,NB6,control
SRR6995998,13,48181,106168,31.22,154349,CpG,NB6,control
SRR6995998,14,47138,93621,33.49,140759,CpG,NB6,control
SRR6995998,15,48715,96127,33.63,144842,CpG,NB6,control
SRR6995998,16,51142,109950,31.75,161092,CpG,NB6,control
SRR6995998,17,49098,95996,33.84,145094,CpG,NB6,control
SRR6995998,18,50075,96892,34.07,146967,CpG,NB6,control
SRR6995998,19,51381,99418,34.07,150799,CpG,NB6,control
SRR6995998,20,50711,96253,34.51,146964,CpG,NB6,control
SRR6995998,21,49960,95063,34.45,145023,CpG,NB6,control
SRR6995998,22,51119,98353,34.2,149472,CpG,NB6,control
SRR6995998,23,50908,99720,33.8,150628,CpG,NB6,control
SRR6995998,24,51493,97800,34.49,149293,CpG,NB6,control
SRR6995998,25,52165,101197,34.01,153362,CpG,NB6,control
SRR6995998,26,50914,99946,33.75,150860,CpG,NB6,control
SRR6995998,27,51697,99998,34.08,151695,CpG,NB6,control
SRR6995998,28,52992,101693,34.26,154685,CpG,NB6,control
SRR6995998,29,51313,99122,34.11,150435,CpG,NB6,control
SRR6995998,30,51357,99406,34.06,150763,CpG,NB6,control
SRR6995998,31,52404,101255,34.1,153659,CpG,NB6,control
SRR6995998,32,50587,100025,33.59,150612,CpG,NB6,control
SRR6995998,33,50652,97129,34.28,147781,CpG,NB6,control
SRR6995998,34,52171,100164,34.25,152335,CpG,NB6,control
SRR6995998,35,51142,99601,33.93,150743,CpG,NB6,control
SRR6995998,36,51471,98955,34.22,150426,CpG,NB6,control
SRR6995998,37,51924,100636,34.04,152560,CpG,NB6,control
SRR6995998,38,50456,99658,33.61,150114,CpG,NB6,control
SRR6995998,39,51316,99242,34.08,150558,CpG,NB6,control
SRR6995998,40,51937,100722,34.02,152659,CpG,NB6,control
SRR6995998,41,50690,99843,33.67,150533,CpG,NB6,control
SRR6995998,42,50697,97628,34.18,148325,CpG,NB6,control
SRR6995998,43,51460,100026,33.97,151486,CpG,NB6,control
SRR6995998,44,50290,99231,33.63,149521,CpG,NB6,control
SRR6995998,45,49292,97957,33.48,147249,CpG,NB6,control
SRR6995998,46,50596,99908,33.62,150504,CpG,NB6,control
SRR6995998,47,49767,98498,33.57,148265,CpG,NB6,control
SRR6995998,48,49689,97924,33.66,147613,CpG,NB6,control
SRR6995998,49,49880,99759,33.33,149639,CpG,NB6,control
SRR6995998,50,48894,97798,33.33,146692,CpG,NB6,control
SRR6995998,51,48476,97037,33.31,145513,CpG,NB6,control
SRR6995998,52,48842,97821,33.3,146663,CpG,NB6,control
SRR6995998,53,48146,97551,33.05,145697,CpG,NB6,control
SRR6995998,54,47954,97620,32.94,145574,CpG,NB6,control
SRR6995998,55,48822,97038,33.47,145860,CpG,NB6,control
SRR6995998,56,47548,95189,33.31,142737,CpG,NB6,control
SRR6995998,57,47625,95079,33.37,142704,CpG,NB6,control
SRR6995998,58,48179,96372,33.33,144551,CpG,NB6,control
SRR6995998,59,47327,95078,33.23,142405,CpG,NB6,control
SRR6995998,60,46925,96275,32.77,143200,CpG,NB6,control
SRR6995998,61,47050,97216,32.61,144266,CpG,NB6,control
SRR6995998,62,46029,94946,32.65,140975,CpG,NB6,control
SRR6995998,63,45950,94058,32.82,140008,CpG,NB6,control
SRR6995998,64,45871,94897,32.59,140768,CpG,NB6,control
SRR6995998,65,45350,94807,32.36,140157,CpG,NB6,control
SRR6995998,66,45648,92981,32.93,138629,CpG,NB6,control
SRR6995998,67,45324,95561,32.17,140885,CpG,NB6,control
SRR6995998,68,44963,93322,32.51,138285,CpG,NB6,control
SRR6995998,69,44328,93170,32.24,137498,CpG,NB6,control
SRR6995998,70,44669,94607,32.07,139276,CpG,NB6,control
SRR6995998,71,44043,92205,32.33,136248,CpG,NB6,control
SRR6995998,72,43470,91408,32.23,134878,CpG,NB6,control
SRR6995998,73,43574,92101,32.12,135675,CpG,NB6,control
SRR6995998,74,43129,91395,32.06,134524,CpG,NB6,control
SRR6995998,75,42159,89475,32.03,131634,CpG,NB6,control
SRR6995998,76,41811,89452,31.85,131263,CpG,NB6,control
SRR6995998,77,40834,89139,31.42,129973,CpG,NB6,control
SRR6995998,78,41051,88756,31.62,129807,CpG,NB6,control
SRR6995998,79,41127,89823,31.41,130950,CpG,NB6,control
SRR6995998,80,39974,88573,31.1,128547,CpG,NB6,control
SRR6995998,81,39746,88344,31.03,128090,CpG,NB6,control
SRR6995998,82,39574,87034,31.26,126608,CpG,NB6,control
SRR6995998,83,38222,85945,30.78,124167,CpG,NB6,control
SRR6995998,84,37200,84797,30.49,121997,CpG,NB6,control
SRR6995998,85,37276,84276,30.67,121552,CpG,NB6,control
SRR6995998,86,35595,82304,30.19,117899,CpG,NB6,control
SRR6995998,87,34370,80683,29.87,115053,CpG,NB6,control
SRR6995998,88,31341,79460,28.29,110801,CpG,NB6,control
SRR6995998,89,8716,21731,28.63,30447,CpG,NB6,control
SRR6995998,1,5666,175084,3.13,180750,CHG,NB6,control
SRR6995998,2,4113,181419,2.22,185532,CHG,NB6,control
SRR6995998,3,3415,181624,1.85,185039,CHG,NB6,control
SRR6995998,4,3720,171626,2.12,175346,CHG,NB6,control
SRR6995998,5,3965,179815,2.16,183780,CHG,NB6,control
SRR6995998,6,3409,191573,1.75,194982,CHG,NB6,control
SRR6995998,7,2950,174120,1.67,177070,CHG,NB6,control
SRR6995998,8,3442,175067,1.93,178509,CHG,NB6,control
SRR6995998,9,4218,175977,2.34,180195,CHG,NB6,control
SRR6995998,10,17719,176634,9.12,194353,CHG,NB6,control
SRR6995998,11,3260,180596,1.77,183856,CHG,NB6,control
SRR6995998,12,1615,181963,0.88,183578,CHG,NB6,control
SRR6995998,13,1569,179898,0.86,181467,CHG,NB6,control
SRR6995998,14,1596,196548,0.81,198144,CHG,NB6,control
SRR6995998,15,1592,183005,0.86,184597,CHG,NB6,control
SRR6995998,16,1625,180708,0.89,182333,CHG,NB6,control
SRR6995998,17,1651,183853,0.89,185504,CHG,NB6,control
SRR6995998,18,1510,184453,0.81,185963,CHG,NB6,control
SRR6995998,19,1879,181546,1.02,183425,CHG,NB6,control
SRR6995998,20,1638,187701,0.87,189339,CHG,NB6,control
SRR6995998,21,1683,187043,0.89,188726,CHG,NB6,control
SRR6995998,22,1722,197074,0.87,198796,CHG,NB6,control
SRR6995998,23,1710,188740,0.9,190450,CHG,NB6,control
SRR6995998,24,1558,191295,0.81,192853,CHG,NB6,control
SRR6995998,25,1634,189208,0.86,190842,CHG,NB6,control
SRR6995998,26,1709,190785,0.89,192494,CHG,NB6,control
SRR6995998,27,2111,190418,1.1,192529,CHG,NB6,control
SRR6995998,28,1677,187106,0.89,188783,CHG,NB6,control
SRR6995998,29,1674,189740,0.87,191414,CHG,NB6,control
SRR6995998,30,1563,188151,0.82,189714,CHG,NB6,control
SRR6995998,31,1696,186395,0.9,188091,CHG,NB6,control
SRR6995998,32,1653,190701,0.86,192354,CHG,NB6,control
SRR6995998,33,1526,191111,0.79,192637,CHG,NB6,control
SRR6995998,34,1665,186677,0.88,188342,CHG,NB6,control
SRR6995998,35,1790,191780,0.92,193570,CHG,NB6,control
SRR6995998,36,1530,192632,0.79,194162,CHG,NB6,control
SRR6995998,37,1666,186765,0.88,188431,CHG,NB6,control
SRR6995998,38,1647,189276,0.86,190923,CHG,NB6,control
SRR6995998,39,1628,189689,0.85,191317,CHG,NB6,control
SRR6995998,40,1635,187513,0.86,189148,CHG,NB6,control
SRR6995998,41,1542,187392,0.82,188934,CHG,NB6,control
SRR6995998,42,1536,185948,0.82,187484,CHG,NB6,control
SRR6995998,43,1536,184687,0.82,186223,CHG,NB6,control
SRR6995998,44,1620,186071,0.86,187691,CHG,NB6,control
SRR6995998,45,1480,186000,0.79,187480,CHG,NB6,control
SRR6995998,46,1606,183546,0.87,185152,CHG,NB6,control
SRR6995998,47,1557,186783,0.83,188340,CHG,NB6,control
SRR6995998,48,1550,187307,0.82,188857,CHG,NB6,control
SRR6995998,49,1627,182592,0.88,184219,CHG,NB6,control
