CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
88	56547	63468	47.12	120015
89	15748	18250	46.32	33998

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	6632	214987	2.99	221619
2	5195	219450	2.31	224645
3	4612	222856	2.03	227468
4	4944	213235	2.27	218179
5	5186	221033	2.29	226219
6	4379	231204	1.86	235583
7	4179	217426	1.89	221605
8	4645	222677	2.04	227322
9	5053	224030	2.21	229083
10	16107	222820	6.74	238927
11	4127	227578	1.78	231705
12	2787	228419	1.21	231206
13	2793	226971	1.22	229764
14	2914	241093	1.19	244007
15	2921	229936	1.25	232857
16	2861	228094	1.24	230955
17	2838	231291	1.21	234129
18	2739	230436	1.17	233175
19	3253	228881	1.40	232134
20	2920	234314	1.23	237234
21	2752	233225	1.17	235977
22	3007	239424	1.24	242431
23	2918	235689	1.22	238607
24	2792	236849	1.17	239641
25	2811	235087	1.18	237898
26	2843	236484	1.19	239327
27	3363	236598	1.40	239961
28	2922	233224	1.24	236146
29	2860	234687	1.20	237547
30	2701	232212	1.15	234913
31	2936	230219	1.26	233155
32	2851	235387	1.20	238238
33	2646	233334	1.12	235980
34	2781	231152	1.19	233933
35	3052	236314	1.28	239366
36	2667	235598	1.12	238265
37	2829	228564	1.22	231393
38	2838	233746	1.20	236584
39	2849	233559	1.21	236408
40	2782	228991	1.20	231773
41	2734	230506	1.17	233240
42	2613	227147	1.14	229760
43	2606	227140	1.13	229746
44	2662	229826	1.15	232488
45	2595	227718	1.13	230313
46	2722	225900	1.19	228622
47	2660	228691	1.15	231351
48	2583	226692	1.13	229275
49	2769	222909	1.23	225678
50	2864	228047	1.24	230911
51	2597	226945	1.13	229542
52	2823	223025	1.25	225848
53	2744	225930	1.20	228674
54	2601	224832	1.14	227433
55	2666	222248	1.19	224914
56	2681	223848	1.18	226529
57	2701	221900	1.20	224601
58	2657	218415	1.20	221072
59	2869	220500	1.28	223369
60	2645	218152	1.20	220797
61	2675	218454	1.21	221129
62	2864	218196	1.30	221060
63	2652	217481	1.20	220133
64	2677	215402	1.23	218079
65	2726	216394	1.24	219120
66	2639	214945	1.21	217584
67	2753	210956	1.29	213709
68	2726	210401	1.28	213127
69	2559	207750	1.22	210309
70	2640	205866	1.27	208506
71	2780	208048	1.32	210828
72	2609	205781	1.25	208390
73	2630	202020	1.29	204650
74	2763	204019	1.34	206782
75	2690	200588	1.32	203278
76	2629	196980	1.32	199609
77	2652	195937	1.34	198589
78	2708	193035	1.38	195743
79	2766	189906	1.44	192672
80	2773	187940	1.45	190713
81	2649	185090	1.41	187739
82	2711	182486	1.46	185197
83	2615	182410	1.41	185025
84	2593	178079	1.44	180672
85	2452	173237	1.40	175689
86	2563	171257	1.47	173820
87	2487	164124	1.49	166611
88	2158	152780	1.39	154938
89	429	41585	1.02	42014

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	7836	449649	1.71	457485
2	8078	438601	1.81	446679
3	6984	448133	1.53	455117
4	8108	441830	1.80	449938
5	8061	446432	1.77	454493
6	7811	453622	1.69	461433
7	7227	463563	1.54	470790
8	6348	447159	1.40	453507
9	9248	450022	2.01	459270
10	9187	448686	2.01	457873
11	15338	443205	3.34	458543
12	4913	455027	1.07	459940
13	4866	450264	1.07	455130
14	4682	440362	1.05	445044
15	4834	443860	1.08	448694
16	4889	445507	1.09	450396
17	4698	439735	1.06	444433
18	4552	452894	1.00	457446
19	5173	439188	1.16	444361
20	4654	431684	1.07	436338
21	4689	436974	1.06	441663
22	5102	441386	1.14	446488
23	4754	439995	1.07	444749
24	4496	447177	1.00	451673
25	4756	445583	1.06	450339
26	4881	439725	1.10	444606
27	5636	443255	1.26	448891
28	4867	442654	1.09	447521
29	4683	438291	1.06	442974
30	4464	438563	1.01	443027
31	4726	438924	1.07	443650
32	4666	434417	1.06	439083
33	4378	438403	0.99	442781
34	4692	438259	1.06	442951
35	4752	430403	1.09	435155
36	4407	433844	1.01	438251
37	4566	431946	1.05	436512
38	4581	429506	1.06	434087
39	4614	436645	1.05	441259
40	4603	440442	1.03	445045
41	4511	436952	1.02	441463
42	4557	439598	1.03	444155
43	4602	438416	1.04	443018
44	4643	433236	1.06	437879
45	4572	432939	1.05	437511
46	4788	433098	1.09	437886
47	4813	426056	1.12	430869
48	4564	430878	1.05	435442
49	4834	431402	1.11	436236
50	4677	426382	1.09	431059
51	4857	432567	1.11	437424
52	5049	430244	1.16	435293
53	4930	426412	1.14	431342
54	4980	431567	1.14	436547
55	5121	430933	1.17	436054
56	5083	426853	1.18	431936
57	5069	430256	1.16	435325
58	5197	432025	1.19	437222
59	5430	428510	1.25	433940
60	5059	430674	1.16	435733
61	5215	430742	1.20	435957
62	5333	424182	1.24	429515
63	5293	424166	1.23	429459
64	5320	422558	1.24	427878
65	5277	416732	1.25	422009
66	5254	417695	1.24	422949
67	5475	418467	1.29	423942
68	5359	413103	1.28	418462
69	5226	414296	1.25	419522
70	5324	413035	1.27	418359
71	5218	407927	1.26	413145
72	5242	408129	1.27	413371
73	5332	405925	1.30	411257
74	5473	399536	1.35	405009
75	5213	400042	1.29	405255
76	5346	398637	1.32	403983
77	5337	392795	1.34	398132
78	5105	390888	1.29	395993
79	5237	384326	1.34	389563
80	5181	377671	1.35	382852
81	5135	376366	1.35	381501
82	5071	371282	1.35	376353
83	5007	365166	1.35	370173
84	4874	363502	1.32	368376
85	4894	358830	1.35	363724
86	4791	350839	1.35	355630
87	4572	344275	1.31	348847
88	4027	323986	1.23	328013
89	1344	93887	1.41	95231

