CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	81247	86553	48.42	167800
2	82902	85198	49.32	168100
3	86605	85178	50.42	171783
4	93564	89630	51.07	183194
5	90675	92641	49.46	183316
6	94082	85750	52.32	179832
7	94808	86415	52.32	181223
8	97231	86218	53.00	183449
9	104172	83052	55.64	187224
10	97369	84927	53.41	182296
11	96477	84600	53.28	181077
12	97367	85899	53.13	183266
13	99692	94976	51.21	194668
14	97586	85202	53.39	182788
15	100382	87915	53.31	188297
16	105461	98498	51.71	203959
17	101872	87329	53.84	189201
18	103299	87943	54.01	191242
19	105154	91749	53.40	196903
20	104052	87862	54.22	191914
21	102523	85905	54.41	188428
22	104500	90003	53.73	194503
23	104673	89834	53.81	194507
24	105750	88425	54.46	194175
25	105639	90710	53.80	196349
26	104092	89633	53.73	193725
27	105702	89821	54.06	195523
28	107143	90681	54.16	197824
29	104727	87766	54.41	192493
30	104609	88540	54.16	193149
31	106224	90987	53.86	197211
32	103301	89013	53.71	192314
33	103104	86964	54.25	190068
34	105945	89444	54.22	195389
35	104788	89177	54.02	193965
36	104713	87601	54.45	192314
37	105056	88892	54.17	193948
38	103211	88494	53.84	191705
39	104489	87617	54.39	192106
40	104679	89946	53.78	194625
41	102249	87518	53.88	189767
42	102341	86488	54.20	188829
43	102628	88027	53.83	190655
44	101440	87372	53.73	188812
45	100732	86060	53.93	186792
46	101332	87829	53.57	189161
47	100538	86594	53.73	187132
48	100943	86053	53.98	186996
49	100835	87810	53.45	188645
50	98212	86197	53.26	184409
51	98666	85011	53.72	183677
52	98602	86420	53.29	185022
53	98262	86333	53.23	184595
54	97385	85603	53.22	182988
55	97849	86295	53.14	184144
56	96216	84126	53.35	180342
57	96059	83461	53.51	179520
58	95913	85077	52.99	180990
59	94386	82997	53.21	177383
60	94469	84457	52.80	178926
61	93947	85046	52.49	178993
62	92408	83432	52.55	175840
63	91917	82408	52.73	174325
64	91676	83159	52.44	174835
65	90376	82360	52.32	172736
66	90515	81268	52.69	171783
67	90505	82577	52.29	173082
68	88549	79959	52.55	168508
69	88372	80072	52.46	168444
70	87912	80947	52.06	168859
71	86740	79273	52.25	166013
72	85755	77796	52.43	163551
73	84674	78863	51.78	163537
74	83141	78102	51.56	161243
75	82310	75899	52.03	158209
76	81005	77000	51.27	158005
77	79710	75119	51.48	154829
78	78783	75424	51.09	154207
79	78099	75856	50.73	153955
80	75995	74499	50.50	150494
81	74922	73223	50.57	148145
82	73816	72998	50.28	146814
83	71274	70816	50.16	142090
84	69938	69686	50.09	139624
85	68154	68619	49.83	136773
86	64906	66275	49.48	131181
87	62631	66005	48.69	128636
