CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
48	236	12690	1.83	12926
49	271	12781	2.08	13052
50	286	12326	2.27	12612
51	284	12585	2.21	12869
52	261	12542	2.04	12803
53	268	11737	2.23	12005
54	261	11958	2.14	12219
55	249	11990	2.03	12239
56	244	11601	2.06	11845
57	257	11614	2.16	11871
58	243	11446	2.08	11689
59	268	11181	2.34	11449
60	246	11117	2.16	11363
61	249	11010	2.21	11259
62	249	10629	2.29	10878
63	230	10468	2.15	10698
64	233	10368	2.20	10601
65	218	9849	2.17	10067
66	209	9785	2.09	9994
67	204	9514	2.10	9718
68	230	9143	2.45	9373
69	208	9064	2.24	9272
70	182	8847	2.02	9029
71	185	8374	2.16	8559
72	179	8276	2.12	8455
73	175	8133	2.11	8308
74	196	7436	2.57	7632
75	151	7354	2.01	7505
76	157	7038	2.18	7195
77	144	6772	2.08	6916
78	135	6770	1.96	6905
79	128	6445	1.95	6573
80	147	6067	2.37	6214
81	126	5682	2.17	5808
82	133	5624	2.31	5757
83	122	5289	2.25	5411
84	98	5070	1.90	5168
85	113	4958	2.23	5071
86	105	4599	2.23	4704
87	93	4241	2.15	4334
88	67	3633	1.81	3700
89	31	1224	2.47	1255

