CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
87	26063	11220	69.91	37283
88	22904	11129	67.30	34033
89	6389	3517	64.50	9906

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1846	56757	3.15	58603
2	1664	57786	2.80	59450
3	1490	59040	2.46	60530
4	1559	56162	2.70	57721
5	1593	57731	2.69	59324
6	1484	60296	2.40	61780
7	1312	58057	2.21	59369
8	1507	60432	2.43	61939
9	1441	61391	2.29	62832
10	3485	60994	5.40	64479
11	1361	62778	2.12	64139
12	1087	62303	1.71	63390
13	1077	61671	1.72	62748
14	1159	64241	1.77	65400
15	1120	62681	1.76	63801
16	1245	61961	1.97	63206
17	1126	61993	1.78	63119
18	1094	61904	1.74	62998
19	1217	62640	1.91	63857
20	1187	63106	1.85	64293
21	1092	62798	1.71	63890
22	1211	64313	1.85	65524
23	1247	63571	1.92	64818
24	1143	64102	1.75	65245
25	1116	63283	1.73	64399
26	1185	63140	1.84	64325
27	1285	63493	1.98	64778
28	1186	62463	1.86	63649
29	1148	64024	1.76	65172
30	1128	62719	1.77	63847
31	1153	61690	1.83	62843
32	1182	62973	1.84	64155
33	1075	61608	1.71	62683
34	1148	60975	1.85	62123
35	1186	62797	1.85	63983
36	1115	61538	1.78	62653
37	1110	61074	1.79	62184
38	1190	62169	1.88	63359
39	1106	62182	1.75	63288
40	1059	61706	1.69	62765
41	1132	61870	1.80	63002
42	1013	61074	1.63	62087
43	1143	60743	1.85	61886
44	1127	61104	1.81	62231
45	1072	61237	1.72	62309
46	1119	59925	1.83	61044
47	1126	61091	1.81	62217
48	1064	60950	1.72	62014
49	1128	59765	1.85	60893
50	1099	61238	1.76	62337
51	1085	61183	1.74	62268
52	1084	59789	1.78	60873
53	1175	60460	1.91	61635
54	1147	60363	1.86	61510
55	1107	59603	1.82	60710
56	1153	59916	1.89	61069
57	1055	59479	1.74	60534
58	1113	58557	1.87	59670
59	1110	59200	1.84	60310
60	1058	58792	1.77	59850
61	1090	59682	1.79	60772
62	1148	59153	1.90	60301
63	1088	58426	1.83	59514
64	1096	58520	1.84	59616
65	1072	58853	1.79	59925
66	1045	57911	1.77	58956
67	1130	57002	1.94	58132
68	1120	56465	1.94	57585
69	985	56208	1.72	57193
70	1105	54624	1.98	55729
71	1059	55879	1.86	56938
72	1043	55324	1.85	56367
73	995	54467	1.79	55462
74	1090	54325	1.97	55415
75	1051	53722	1.92	54773
76	1094	52725	2.03	53819
77	1105	53122	2.04	54227
78	1055	51882	1.99	52937
79	1056	50534	2.05	51590
80	1110	50173	2.16	51283
81	1021	49722	2.01	50743
82	1007	49284	2.00	50291
83	1055	48452	2.13	49507
84	992	47405	2.05	48397
85	993	45747	2.12	46740
86	943	45257	2.04	46200
87	926	43505	2.08	44431
88	828	38371	2.11	39199
89	136	10462	1.28	10598

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2145	95813	2.19	97958
2	2188	92879	2.30	95067
3	2025	93722	2.11	95747
4	2088	92794	2.20	94882
5	2058	93461	2.15	95519
6	2010	94132	2.09	96142
7	2038	96333	2.07	98371
8	1878	92882	1.98	94760
9	2237	93619	2.33	95856
10	2284	92663	2.41	94947
11	3482	92344	3.63	95826
12	1572	95310	1.62	96882
13	1678	94063	1.75	95741
14	1554	92219	1.66	93773
15	1550	93259	1.63	94809
16	1581	93377	1.66	94958
17	1532	92951	1.62	94483
18	1442	95267	1.49	96709
19	1682	92882	1.78	94564
20	1547	91018	1.67	92565
21	1507	91798	1.62	93305
22	1593	92127	1.70	93720
23	1480	92052	1.58	93532
24	1489	92862	1.58	94351
25	1486	91520	1.60	93006
26	1503	89392	1.65	90895
27	1653	90342	1.80	91995
28	1500	90748	1.63	92248
29	1449	89763	1.59	91212
30	1386	90527	1.51	91913
31	1513	90549	1.64	92062
32	1428	88705	1.58	90133
33	1434	90373	1.56	91807
34	1513	90228	1.65	91741
35	1422	88161	1.59	89583
36	1406	89343	1.55	90749
37	1490	88342	1.66	89832
38	1385	88043	1.55	89428
39	1445	89116	1.60	90561
40	1406	89022	1.55	90428
41	1463	88186	1.63	89649
42	1439	89425	1.58	90864
43	1498	89036	1.65	90534
44	1448	87743	1.62	89191
45	1413	88781	1.57	90194
46	1437	88606	1.60	90043
47	1478	86899	1.67	88377
48	1458	88079	1.63	89537
49	1568	87655	1.76	89223
50	1603	86722	1.81	88325
51	1539	88253	1.71	89792
52	1635	88377	1.82	90012
53	1631	86973	1.84	88604
54	1624	88232	1.81	89856
55	1713	87311	1.92	89024
56	1676	86087	1.91	87763
57	1632	87211	1.84	88843
58	1590	87463	1.79	89053
59	1693	86074	1.93	87767
60	1586	87305	1.78	88891
61	1650	87390	1.85	89040
62	1647	86173	1.88	87820
63	1588	86771	1.80	88359
64	1593	85370	1.83	86963
65	1538	84079	1.80	85617
66	1605	85159	1.85	86764
67	1620	84971	1.87	86591
68	1621	83050	1.91	84671
69	1533	84025	1.79	85558
70	1573	83726	1.84	85299
71	1524	81952	1.83	83476
72	1477	82788	1.75	84265
73	1572	81638	1.89	83210
74	1480	80346	1.81	81826
75	1578	80409	1.92	81987
76	1515	80166	1.85	81681
77	1574	78596	1.96	80170
78	1447	78206	1.82	79653
79	1493	77513	1.89	79006
80	1534	75569	1.99	77103
81	1480	75994	1.91	77474
82	1515	74948	1.98	76463
83	1498	73241	2.00	74739
84	1376	72731	1.86	74107
85	1362	71517	1.87	72879
86	1390	69359	1.96	70749
87	1233	67076	1.81	68309
88	1051	60951	1.70	62002
89	325	19311	1.66	19636

