CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	69545	77848	47.18	147393
2	70736	76678	47.98	147414
3	73464	75350	49.37	148814
4	80821	79103	50.54	159924
5	77382	86090	47.34	163472
6	81185	75887	51.69	157072
7	81502	76348	51.63	157850
8	83390	74734	52.74	158124
9	93833	73041	56.23	166874
10	84383	74513	53.11	158896
11	82944	74259	52.76	157203
12	83296	75852	52.34	159148
13	85598	88087	49.28	173685
14	84191	76982	52.24	161173
15	86677	78867	52.36	165544
16	90346	91316	49.73	181662
17	88138	78486	52.90	166624
18	88632	79386	52.75	168018
19	90312	81652	52.52	171964
20	89816	78936	53.22	168752
21	88081	77572	53.17	165653
22	89769	80506	52.72	170275
23	90506	81270	52.69	171776
24	91336	79329	53.52	170665
25	92252	82151	52.90	174403
26	91026	81180	52.86	172206
27	91793	81206	53.06	172999
28	93074	82204	53.10	175278
29	91352	80444	53.17	171796
30	90339	79813	53.09	170152
31	92144	82611	52.73	174755
32	90236	80686	52.79	170922
33	90459	78432	53.56	168891
34	91909	81135	53.11	173044
35	91566	81134	53.02	172700
36	90863	79685	53.28	170548
37	92347	81622	53.08	173969
38	90079	80612	52.77	170691
39	91125	80184	53.19	171309
40	92137	81763	52.98	173900
41	90256	80287	52.92	170543
42	90477	79074	53.36	169551
43	90792	80864	52.89	171656
44	89213	79539	52.87	168752
45	88671	78730	52.97	167401
46	90090	80714	52.74	170804
47	89068	79403	52.87	168471
48	88463	79233	52.75	167696
49	89273	80101	52.71	169374
50	87642	78845	52.64	166487
51	87875	78393	52.85	166268
52	87805	79638	52.44	167443
53	86965	79101	52.37	166066
54	86406	78265	52.47	164671
55	87272	79310	52.39	166582
56	85881	77300	52.63	163181
57	85772	77393	52.57	163165
58	86013	78595	52.25	164608
59	85622	77588	52.46	163210
60	85099	77762	52.25	162861
61	84733	79215	51.68	163948
62	83172	77383	51.80	160555
63	83070	76660	52.01	159730
64	82530	77142	51.69	159672
65	81894	76688	51.64	158582
66	82003	76077	51.87	158080
67	82067	77417	51.46	159484
68	80150	75760	51.41	155910
69	80490	75862	51.48	156352
70	81150	76112	51.60	157262
71	79757	74623	51.66	154380
72	79155	74308	51.58	153463
73	79033	74595	51.44	153628
74	77213	74262	50.97	151475
75	76929	72721	51.41	149650
76	76194	73370	50.94	149564
77	75320	72066	51.10	147386
78	74578	72286	50.78	146864
79	74014	72753	50.43	146767
80	73680	71880	50.62	145560
81	72271	71174	50.38	143445
82	71420	71134	50.10	142554
83	69969	70681	49.75	140650
84	68737	69227	49.82	137964
85	67565	68662	49.60	136227
86	65013	67441	49.08	132454
87	62921	66339	48.68	129260
88	57402	64382	47.13	121784
89	15398	20224	43.23	35622

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	5104	213749	2.33	218853
2	4220	218208	1.90	222428
3	3683	218082	1.66	221765
4	4087	208993	1.92	213080
5	4451	217408	2.01	221859
6	4014	232579	1.70	236593
7	3759	212597	1.74	216356
8	4232	214329	1.94	218561
9	4993	215536	2.26	220529
10	20727	215969	8.76	236696
11	4270	219875	1.91	224145
12	2491	220877	1.12	223368
13	2493	219766	1.12	222259
14	2636	237734	1.10	240370
15	2666	223362	1.18	226028
16	2675	220443	1.20	223118
17	2610	224728	1.15	227338
18	2589	224907	1.14	227496
19	2800	221631	1.25	224431
20	2768	227303	1.20	230071
21	2585	226967	1.13	229552
22	2843	240922	1.17	243765
23	2816	229213	1.21	232029
24	2568	232083	1.09	234651
25	2654	229664	1.14	232318
26	2709	231731	1.16	234440
27	3235	231078	1.38	234313
28	2679	228699	1.16	231378
29	2640	230572	1.13	233212
30	2575	228640	1.11	231215
31	2653	227101	1.15	229754
32	2607	230422	1.12	233029
33	2503	231479	1.07	233982
34	2671	227903	1.16	230574
35	2829	233113	1.20	235942
36	2460	231909	1.05	234369
37	2662	226928	1.16	229590
38	2635	230350	1.13	232985
39	2552	229766	1.10	232318
40	2554	228246	1.11	230800
41	2516	229040	1.09	231556
42	2524	225912	1.10	228436
43	2533	224628	1.12	227161
44	2572	226813	1.12	229385
45	2453	226535	1.07	228988
46	2558	224949	1.12	227507
47	2530	227947	1.10	230477
48	2472	227804	1.07	230276
49	2645	223669	1.17	226314
50	2617	226818	1.14	229435
51	2490	225005	1.09	227495
52	2562	222597	1.14	225159
53	2617	224707	1.15	227324
54	2476	223272	1.10	225748
55	2531	221959	1.13	224490
56	2515	224115	1.11	226630
57	2507	221927	1.12	224434
58	2521	218560	1.14	221081
59	2640	221262	1.18	223902
60	2494	219390	1.12	221884
61	2582	218693	1.17	221275
62	2624	219599	1.18	222223
63	2604	218812	1.18	221416
64	2639	217327	1.20	219966
65	2584	218752	1.17	221336
66	2646	217551	1.20	220197
67	2754	215109	1.26	217863
68	2745	213995	1.27	216740
69	2580	212264	1.20	214844
70	2796	210177	1.31	212973
71	2752	212740	1.28	215492
72	2703	209654	1.27	212357
73	2855	208389	1.35	211244
74	2869	208740	1.36	211609
75	2761	206613	1.32	209374
76	2890	203777	1.40	206667
77	2972	203509	1.44	206481
78	2969	201309	1.45	204278
79	3060	197892	1.52	200952
80	3139	198302	1.56	201441
81	3054	195768	1.54	198822
82	3099	193890	1.57	196989
83	3125	193828	1.59	196953
84	2891	190250	1.50	193141
85	3159	186354	1.67	189513
86	3180	186208	1.68	189388
87	3065	180209	1.67	183274
88	2738	167869	1.60	170607
89	599	48032	1.23	48631

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	7469	528846	1.39	536315
2	7210	526515	1.35	533725
3	6522	536140	1.20	542662
4	8625	527209	1.61	535834
5	8316	535958	1.53	544274
6	8161	546211	1.47	554372
7	7417	562366	1.30	569783
8	6600	539013	1.21	545613
9	10973	539827	1.99	550800
10	10892	534416	2.00	545308
11	21015	527753	3.83	548768
12	4991	538997	0.92	543988
13	4849	536815	0.90	541664
14	4709	525317	0.89	530026
15	4857	526948	0.91	531805
16	4819	527330	0.91	532149
17	4662	521161	0.89	525823
18	4412	541668	0.81	546080
19	5244	519562	1.00	524806
20	4645	515429	0.89	520074
21	4657	518999	0.89	523656
22	4963	524532	0.94	529495
23	4443	527879	0.83	532322
24	4367	533977	0.81	538344
25	4582	536387	0.85	540969
26	4602	527449	0.86	532051
27	5611	527917	1.05	533528
28	4627	529614	0.87	534241
29	4529	521367	0.86	525896
30	4295	522128	0.82	526423
31	4564	520921	0.87	525485
32	4450	516411	0.85	520861
33	4125	521750	0.78	525875
34	4355	524721	0.82	529076
35	4638	517193	0.89	521831
36	4320	518934	0.83	523254
37	4364	515541	0.84	519905
38	4382	511688	0.85	516070
39	4417	519373	0.84	523790
40	4359	523505	0.83	527864
41	4398	519987	0.84	524385
42	4364	525310	0.82	529674
43	4447	524905	0.84	529352
44	4313	517243	0.83	521556
45	4337	516010	0.83	520347
46	4510	515434	0.87	519944
47	4430	505961	0.87	510391
48	4361	515356	0.84	519717
49	4534	515868	0.87	520402
50	4622	511687	0.90	516309
51	4596	519864	0.88	524460
52	4798	515324	0.92	520122
53	4718	509381	0.92	514099
54	4662	517136	0.89	521798
55	4809	511356	0.93	516165
56	4746	507021	0.93	511767
57	4911	512503	0.95	517414
58	5134	511881	0.99	517015
59	5098	507495	0.99	512593
60	4981	510151	0.97	515132
61	5207	510750	1.01	515957
62	5345	503826	1.05	509171
63	5233	502666	1.03	507899
64	5293	502567	1.04	507860
65	5562	498666	1.10	504228
66	5449	499886	1.08	505335
67	5644	498029	1.12	503673
68	5758	492279	1.16	498037
69	5632	493578	1.13	499210
70	5828	495228	1.16	501056
71	5883	490017	1.19	495900
72	5851	490157	1.18	496008
73	6028	490625	1.21	496653
74	6157	484698	1.25	490855
75	6348	484339	1.29	490687
76	6466	484135	1.32	490601
77	6365	476830	1.32	483195
78	6511	475690	1.35	482201
79	6484	469894	1.36	476378
80	6537	460506	1.40	467043
81	6498	460884	1.39	467382
82	6803	456246	1.47	463049
83	6627	448843	1.45	455470
84	6816	448214	1.50	455030
85	6705	446217	1.48	452922
86	6919	439135	1.55	446054
87	6619	432533	1.51	439152
88	6045	410150	1.45	416195
89	2365	132093	1.76	134458

