CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
62	2429	183328	1.31	185757
63	2433	181523	1.32	183956
64	2481	180114	1.36	182595
65	2443	181288	1.33	183731
66	2347	179212	1.29	181559
67	2502	176167	1.40	178669
68	2433	175983	1.36	178416
69	2333	173400	1.33	175733
70	2320	170488	1.34	172808
71	2357	173484	1.34	175841
72	2386	170479	1.38	172865
73	2381	167972	1.40	170353
74	2384	168399	1.40	170783
75	2361	166125	1.40	168486
76	2357	162523	1.43	164880
77	2368	162468	1.44	164836
78	2333	159154	1.44	161487
79	2316	155242	1.47	157558
80	2248	155628	1.42	157876
81	2227	152450	1.44	154677
82	2295	150520	1.50	152815
83	2243	149243	1.48	151486
84	2177	145228	1.48	147405
85	2160	141883	1.50	144043
86	2170	140943	1.52	143113
87	2104	135655	1.53	137759
88	1805	124550	1.43	126355
89	333	33454	0.99	33787

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	6215	391509	1.56	397724
2	6353	382802	1.63	389155
3	5481	393311	1.37	398792
4	6182	388481	1.57	394663
5	6185	391548	1.56	397733
6	5997	398383	1.48	404380
7	5805	406510	1.41	412315
8	5260	393827	1.32	399087
9	7468	395200	1.85	402668
10	7350	391694	1.84	399044
11	12433	387392	3.11	399825
12	4308	395528	1.08	399836
13	4195	393710	1.05	397905
14	4036	383902	1.04	387938
15	4221	386726	1.08	390947
16	4260	388139	1.09	392399
17	4023	381858	1.04	385881
18	3936	392134	0.99	396070
19	4506	382445	1.16	386951
20	4030	375429	1.06	379459
21	4199	378968	1.10	383167
22	4452	383526	1.15	387978
23	4129	381820	1.07	385949
24	4096	388508	1.04	392604
25	4213	387428	1.08	391641
26	4168	381611	1.08	385779
27	4983	383119	1.28	388102
28	4157	382661	1.07	386818
29	4203	378796	1.10	382999
30	3864	379936	1.01	383800
31	4076	380344	1.06	384420
32	4170	376749	1.09	380919
33	3932	380432	1.02	384364
34	4042	380736	1.05	384778
35	4156	372821	1.10	376977
36	3913	377519	1.03	381432
37	4094	374575	1.08	378669
38	4032	371686	1.07	375718
39	4042	379918	1.05	383960
40	3987	381473	1.03	385460
41	4013	377575	1.05	381588
42	3995	380852	1.04	384847
43	4109	379514	1.07	383623
44	3979	375417	1.05	379396
45	4132	375606	1.09	379738
46	4169	375086	1.10	379255
47	4167	368006	1.12	372173
48	4108	373269	1.09	377377
49	4286	372912	1.14	377198
50	4348	368890	1.16	373238
51	4187	374398	1.11	378585
52	4368	373777	1.16	378145
53	4515	368786	1.21	373301
54	4449	374044	1.18	378493
55	4603	371940	1.22	376543
56	4517	368474	1.21	372991
57	4542	371845	1.21	376387
58	4619	374175	1.22	378794
59	4748	369248	1.27	373996
60	4590	371651	1.22	376241
61	4855	370919	1.29	375774
62	4718	364712	1.28	369430
63	4743	365348	1.28	370091
64	4748	361947	1.29	366695
65	4739	357894	1.31	362633
66	4844	357962	1.34	362806
67	4828	357682	1.33	362510
68	4713	352598	1.32	357311
69	4752	353022	1.33	357774
70	4986	352973	1.39	357959
71	4628	346677	1.32	351305
72	4759	346561	1.35	351320
73	4736	346278	1.35	351014
74	4730	341271	1.37	346001
75	4711	339577	1.37	344288
76	4796	338051	1.40	342847
77	4707	331665	1.40	336372
78	4538	329855	1.36	334393
79	4575	325461	1.39	330036
80	4621	317990	1.43	322611
81	4524	315888	1.41	320412
82	4665	312463	1.47	317128
83	4310	305609	1.39	309919
84	4255	305190	1.38	309445
85	4296	301208	1.41	305504
86	4251	292908	1.43	297159
87	4079	288389	1.39	292468
88	3643	272397	1.32	276040
89	1137	79264	1.41	80401

