CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
18	500	28575	1.72	29075
19	559	29520	1.86	30079
20	561	28351	1.94	28912
21	554	32515	1.68	33069
22	672	31201	2.11	31873
23	787	31069	2.47	31856
24	579	48959	1.17	49538
25	523	29393	1.75	29916
26	620	30029	2.02	30649
27	569	30588	1.83	31157
28	671	31247	2.10	31918
29	609	35406	1.69	36015
30	515	33164	1.53	33679
31	678	47529	1.41	48207
32	642	35764	1.76	36406
33	464	31893	1.43	32357
34	650	33198	1.92	33848
35	655	47985	1.35	48640
36	460	28380	1.60	28840
37	528	24422	2.12	24950
38	548	28414	1.89	28962
39	407	25669	1.56	26076
40	482	25198	1.88	25680
41	493	25980	1.86	26473
42	546	27237	1.97	27783
43	685	25526	2.61	26211
44	671	27262	2.40	27933
45	445	24615	1.78	25060
46	560	25495	2.15	26055
47	517	25287	2.00	25804
48	402	27611	1.44	28013
49	470	24486	1.88	24956
50	462	24515	1.85	24977
51	515	27352	1.85	27867
52	425	23813	1.75	24238
53	572	26132	2.14	26704
54	487	24872	1.92	25359
55	473	23516	1.97	23989
56	469	25796	1.79	26265
57	434	24275	1.76	24709
58	473	20903	2.21	21376
59	471	21479	2.15	21950
60	367	21027	1.72	21394
61	414	20828	1.95	21242
62	421	21771	1.90	22192
63	346	21542	1.58	21888
64	493	20602	2.34	21095
65	324	19522	1.63	19846
66	343	17886	1.88	18229
67	305	18417	1.63	18722
68	331	18342	1.77	18673
69	338	17782	1.87	18120
70	246	19461	1.25	19707
71	306	19649	1.53	19955
72	330	21313	1.52	21643
73	372	32789	1.12	33161
74	362	16713	2.12	17075
75	233	15872	1.45	16105
76	265	15166	1.72	15431
77	225	16893	1.31	17118
78	229	17760	1.27	17989
79	268	16798	1.57	17066
80	303	29755	1.01	30058
81	204	14837	1.36	15041
82	217	13935	1.53	14152
83	200	14684	1.34	14884
84	282	25334	1.10	25616
85	197	8557	2.25	8754
86	212	8482	2.44	8694
87	170	8072	2.06	8242
88	100	5657	1.74	5757
89	16	1445	1.10	1461

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	707	32371	2.14	33078
2	994	30454	3.16	31448
3	729	30396	2.34	31125
4	916	31951	2.79	32867
5	984	30781	3.10	31765
6	797	30068	2.58	30865
7	874	30086	2.82	30960
8	807	29563	2.66	30370
9	631	33371	1.86	34002
10	722	29653	2.38	30375
11	862	28122	2.97	28984
12	722	29943	2.35	30665
13	818	31064	2.57	31882
14	786	27306	2.80	28092
15	705	29815	2.31	30520
16	926	32438	2.78	33364
17	848	28384	2.90	29232
18	795	29143	2.66	29938
19	826	31110	2.59	31936
20	914	30416	2.92	31330
21	917	28506	3.12	29423
22	997	30401	3.18	31398
23	830	29609	2.73	30439
24	701	30040	2.28	30741
25	853	29504	2.81	30357
26	632	28487	2.17	29119
27	773	33619	2.25	34392
28	921	30153	2.96	31074
29	644	29311	2.15	29955
30	671	29748	2.21	30419
31	724	29523	2.39	30247
32	714	28338	2.46	29052
33	594	29546	1.97	30140
34	807	30771	2.56	31578
35	714	27666	2.52	28380
36	639	29272	2.14	29911
37	839	31186	2.62	32025
38	692	29685	2.28	30377
39	667	31443	2.08	32110
40	593	29192	1.99	29785
41	719	29698	2.36	30417
42	732	28164	2.53	28896
43	676	28089	2.35	28765
44	729	28064	2.53	28793
45	708	28079	2.46	28787
46	793	27099	2.84	27892
47	719	25366	2.76	26085
48	559	28613	1.92	29172
49	749	28320	2.58	29069
50	765	25735	2.89	26500
51	609	25619	2.32	26228
52	654	27091	2.36	27745
53	607	24152	2.45	24759
54	601	24929	2.35	25530
55	582	25726	2.21	26308
56	546	24517	2.18	25063
57	672	24020	2.72	24692
58	610	23576	2.52	24186
59	817	23985	3.29	24802
60	646	22770	2.76	23416
61	619	22977	2.62	23596
62	691	22119	3.03	22810
63	780	22571	3.34	23351
64	598	20895	2.78	21493
65	1073	21402	4.77	22475
66	494	21054	2.29	21548
67	452	19832	2.23	20284
68	501	18110	2.69	18611
69	480	18947	2.47	19427
70	592	19527	2.94	20119
71	440	16391	2.61	16831
72	507	16382	3.00	16889
73	415	16227	2.49	16642
74	547	14068	3.74	14615
75	363	14043	2.52	14406
76	451	13572	3.22	14023
77	389	12234	3.08	12623
78	299	12438	2.35	12737
79	385	12183	3.06	12568
80	305	11634	2.55	11939
81	300	10543	2.77	10843
82	348	11363	2.97	11711
83	321	10343	3.01	10664
84	257	9639	2.60	9896
85	258	8873	2.83	9131
86	292	8251	3.42	8543
87	186	7849	2.31	8035
88	162	5880	2.68	6042
89	100	1962	4.85	2062

