CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
85	134297	38016	77.94	172313
86	127478	36041	77.96	163519
87	123446	35929	77.46	159375
88	111530	34648	76.30	146178
89	27741	9749	74.00	37490

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	5364	223353	2.35	228717
2	4989	228870	2.13	233859
3	4494	238499	1.85	242993
4	5232	220792	2.31	226024
5	5201	227656	2.23	232857
6	4628	241954	1.88	246582
7	4841	227937	2.08	232778
8	5496	240600	2.23	246096
9	5368	239564	2.19	244932
10	14540	239162	5.73	253702
11	5529	251187	2.15	256716
12	3881	246204	1.55	250085
13	4408	245135	1.77	249543
14	4922	255323	1.89	260245
15	4032	244293	1.62	248325
16	5044	227768	2.17	232812
17	5028	235443	2.09	240471
18	4426	236475	1.84	240901
19	5451	237862	2.24	243313
20	4475	246032	1.79	250507
21	4173	252117	1.63	256290
22	5166	254971	1.99	260137
23	5530	258877	2.09	264407
24	4422	265477	1.64	269899
25	4821	240324	1.97	245145
26	4934	252850	1.91	257784
27	5212	244900	2.08	250112
28	4889	245958	1.95	250847
29	4818	257829	1.83	262647
30	4399	242688	1.78	247087
31	5068	256624	1.94	261692
32	4728	250702	1.85	255430
33	3805	245348	1.53	249153
34	5318	237619	2.19	242937
35	5533	265450	2.04	270983
36	4198	238199	1.73	242397
37	4926	225615	2.14	230541
38	5558	243174	2.23	248732
39	4487	240999	1.83	245486
40	4489	238097	1.85	242586
41	5093	244791	2.04	249884
42	4483	240364	1.83	244847
43	4527	230763	1.92	235290
44	4788	232233	2.02	237021
45	4184	233345	1.76	237529
46	4602	230508	1.96	235110
47	5149	242351	2.08	247500
48	3817	239186	1.57	243003
49	4195	226301	1.82	230496
50	4682	236450	1.94	241132
51	3923	238546	1.62	242469
52	4483	223114	1.97	227597
53	4874	234625	2.04	239499
54	4300	236320	1.79	240620
55	4503	227206	1.94	231709
56	4516	235096	1.88	239612
57	4243	231569	1.80	235812
58	4705	224610	2.05	229315
59	4441	228302	1.91	232743
60	3799	226351	1.65	230150
61	4359	225487	1.90	229846
62	4942	225198	2.15	230140
63	3794	225562	1.65	229356
64	4198	223715	1.84	227913
65	4169	225251	1.82	229420
66	3992	225079	1.74	229071
67	4180	223317	1.84	227497
68	4062	224700	1.78	228762
69	3611	219329	1.62	222940
70	4193	215377	1.91	219570
71	3995	221199	1.77	225194
72	3744	216578	1.70	220322
73	4631	230096	1.97	234727
74	4334	217342	1.96	221676
75	3675	211794	1.71	215469
76	4204	201740	2.04	205944
77	4060	215537	1.85	219597
78	3977	212368	1.84	216345
79	4341	201068	2.11	205409
80	4390	223171	1.93	227561
81	3835	203207	1.85	207042
82	3881	200455	1.90	204336
83	3949	197791	1.96	201740
84	3608	208697	1.70	212305
85	3660	179501	2.00	183161
86	3475	176635	1.93	180110
87	3113	169874	1.80	172987
88	2666	145199	1.80	147865
89	479	38002	1.24	38481

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	5969	364678	1.61	370647
2	6626	344368	1.89	350994
3	5593	354274	1.55	359867
4	6396	354619	1.77	361015
5	6366	341959	1.83	348325
6	5897	339890	1.71	345787
7	6712	350469	1.88	357181
8	6211	331136	1.84	337347
9	7528	345425	2.13	352953
10	7492	334341	2.19	341833
11	12802	322737	3.82	335539
12	5370	340096	1.55	345466
13	5954	340943	1.72	346897
14	5376	317951	1.66	323327
15	5708	333391	1.68	339099
16	5740	332729	1.70	338469
17	5574	316222	1.73	321796
18	5567	333269	1.64	338836
19	7309	332766	2.15	340075
20	6355	310400	2.01	316755
21	5905	317209	1.83	323114
22	6128	324078	1.86	330206
23	4944	314347	1.55	319291
24	5085	319848	1.56	324933
25	5957	316710	1.85	322667
26	5421	303144	1.76	308565
27	6475	313215	2.03	319690
28	6187	317524	1.91	323711
29	5853	306546	1.87	312399
30	5225	315830	1.63	321055
31	6219	320628	1.90	326847
32	5691	301597	1.85	307288
33	5534	311018	1.75	316552
34	6223	311053	1.96	317276
35	5920	294731	1.97	300651
36	5343	311074	1.69	316417
37	5948	310633	1.88	316581
38	6129	300414	2.00	306543
39	5943	313899	1.86	319842
40	5470	308948	1.74	314418
41	6539	303939	2.11	310478
42	5848	312659	1.84	318507
43	5636	317693	1.74	323329
44	5065	304528	1.64	309593
45	4843	308715	1.54	313558
46	5671	309053	1.80	314724
47	5682	291616	1.91	297298
48	5351	300704	1.75	306055
49	6912	303849	2.22	310761
50	5548	291501	1.87	297049
51	5819	302113	1.89	307932
52	5988	308637	1.90	314625
53	6081	297605	2.00	303686
54	5706	307813	1.82	313519
55	5984	309885	1.89	315869
56	5634	301382	1.84	307016
57	6301	307585	2.01	313886
58	6061	311465	1.91	317526
59	6274	299463	2.05	305737
60	5435	313722	1.70	319157
61	5575	310566	1.76	316141
62	6559	295731	2.17	302290
63	5595	304787	1.80	310382
64	6075	301199	1.98	307274
65	6115	294094	2.04	300209
66	5269	299251	1.73	304520
67	5916	304517	1.91	310433
68	6357	291109	2.14	297466
69	5309	300684	1.74	305993
70	5702	303119	1.85	308821
71	5369	288561	1.83	293930
72	5242	290949	1.77	296191
73	5857	287666	2.00	293523
74	5823	280654	2.03	286477
75	5121	287371	1.75	292492
76	5024	289171	1.71	294195
77	5056	275559	1.80	280615
78	4929	280955	1.72	285884
79	5227	282205	1.82	287432
80	5180	274538	1.85	279718
81	5314	280464	1.86	285778
82	5648	278472	1.99	284120
83	5712	265188	2.11	270900
84	4865	262729	1.82	267594
85	4647	259097	1.76	263744
86	5300	245743	2.11	251043
87	4208	242854	1.70	247062
88	3794	217225	1.72	221019
89	1058	59543	1.75	60601

