CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
67	209105	129628	61.73	338733
68	202127	125018	61.79	327145
69	200396	124960	61.59	325356
70	204534	127783	61.55	332317
71	198555	123051	61.74	321606
72	195498	122331	61.51	317829
73	200675	124767	61.66	325442
74	194138	122736	61.27	316874
75	190463	119816	61.38	310279
76	193190	122896	61.12	316086
77	185442	119997	60.71	305439
78	187261	118666	61.21	305927
79	187314	122285	60.50	309599
80	183813	118395	60.82	302208
81	180408	117367	60.59	297775
82	180293	118588	60.32	298881
83	174237	115164	60.21	289401
84	169051	114116	59.70	283167
85	168521	113759	59.70	282280
86	161910	111231	59.28	273141
87	156187	109605	58.76	265792
88	144175	105845	57.67	250020
89	36354	31472	53.60	67826

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	8659	445932	1.90	454591
2	7632	468496	1.60	476128
3	6863	471406	1.43	478269
4	7636	441140	1.70	448776
5	8451	463586	1.79	472037
6	7646	517224	1.46	524870
7	7512	450465	1.64	457977
8	8150	454921	1.76	463071
9	9978	462908	2.11	472886
10	60926	455559	11.80	516485
11	11157	469849	2.32	481006
12	5503	467962	1.16	473465
13	5574	454760	1.21	460334
14	6117	518318	1.17	524435
15	5610	470700	1.18	476310
16	6202	454043	1.35	460245
17	5999	466089	1.27	472088
18	5579	474802	1.16	480381
19	6621	462985	1.41	469606
20	6478	473960	1.35	480438
21	5686	472524	1.19	478210
22	6898	515187	1.32	522085
23	6765	481246	1.39	488011
24	5787	490148	1.17	495935
25	6486	475262	1.35	481748
26	6422	487370	1.30	493792
27	7128	486455	1.44	493583
28	6503	474404	1.35	480907
29	6306	483379	1.29	489685
30	5950	479972	1.22	485922
31	6078	470190	1.28	476268
32	6441	481977	1.32	488418
33	5709	484727	1.16	490436
34	6508	474574	1.35	481082
35	6734	486613	1.36	493347
36	5699	487295	1.16	492994
37	6209	469912	1.30	476121
38	6561	483069	1.34	489630
39	5840	482048	1.20	487888
40	6073	474225	1.26	480298
41	6092	482996	1.25	489088
42	5777	478352	1.19	484129
43	5953	465570	1.26	471523
44	6058	472461	1.27	478519
45	5611	472793	1.17	478404
46	5882	464774	1.25	470656
47	6230	476106	1.29	482336
48	5528	477741	1.14	483269
49	6236	463489	1.33	469725
50	6505	474634	1.35	481139
51	5638	472814	1.18	478452
52	6283	460060	1.35	466343
53	6334	469081	1.33	475415
54	5640	470901	1.18	476541
55	6098	463251	1.30	469349
56	5896	470702	1.24	476598
57	5742	464503	1.22	470245
58	6020	452101	1.31	458121
59	6505	461680	1.39	468185
60	5614	462320	1.20	467934
61	5823	452741	1.27	458564
62	6007	460700	1.29	466707
63	5823	461962	1.24	467785
64	6164	450408	1.35	456572
65	5943	456933	1.28	462876
66	5687	457367	1.23	463054
67	6237	450270	1.37	456507
68	6341	447887	1.40	454228
69	5743	444072	1.28	449815
70	6005	436159	1.36	442164
71	6073	444945	1.35	451018
72	5852	440533	1.31	446385
73	6000	432564	1.37	438564
74	6209	435334	1.41	441543
75	5934	435398	1.34	441332
76	6182	421594	1.45	427776
77	6142	427238	1.42	433380
78	6182	424728	1.43	430910
79	6430	411938	1.54	418368
80	6652	418168	1.57	424820
81	6319	412428	1.51	418747
82	6445	405487	1.56	411932
83	6550	411365	1.57	417915
84	5817	404390	1.42	410207
85	6464	391640	1.62	398104
86	6422	391177	1.62	397599
87	6013	377153	1.57	383166
88	5549	351095	1.56	356644
89	1140	96634	1.17	97774

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	12538	1097173	1.13	1109711
2	12503	1072668	1.15	1085171
3	11462	1097444	1.03	1108906
4	14220	1075128	1.31	1089348
5	13931	1066630	1.29	1080561
6	13714	1083674	1.25	1097388
7	13089	1132261	1.14	1145350
8	11998	1053495	1.13	1065493
9	23666	1058547	2.19	1082213
10	24317	1054907	2.25	1079224
11	54809	1028680	5.06	1083489
12	9846	1058896	0.92	1068742
13	9932	1065375	0.92	1075307
14	9621	1016615	0.94	1026236
15	9815	1026841	0.95	1036656
16	9871	1035207	0.94	1045078
17	9258	1001581	0.92	1010839
18	8877	1061671	0.83	1070548
19	11030	1012140	1.08	1023170
20	9508	984583	0.96	994091
21	9476	1004078	0.93	1013554
22	10639	1016685	1.04	1027324
23	9426	1018211	0.92	1027637
24	9066	1041900	0.86	1050966
25	10169	1045124	0.96	1055293
26	9744	1008912	0.96	1018656
27	11909	1018348	1.16	1030257
28	10065	1030566	0.97	1040631
29	9617	999187	0.95	1008804
30	9047	1012327	0.89	1021374
31	10111	1017571	0.98	1027682
32	9534	991411	0.95	1000945
33	9080	1003866	0.90	1012946
34	9809	1020468	0.95	1030277
35	9824	987808	0.98	997632
36	8947	996571	0.89	1005518
37	9975	998229	0.99	1008204
38	9340	978282	0.95	987622
39	9081	999913	0.90	1008994
40	9448	1009115	0.93	1018563
41	9282	993035	0.93	1002317
42	8933	1008809	0.88	1017742
43	9461	1015503	0.92	1024964
44	9058	987026	0.91	996084
45	8838	988940	0.89	997778
46	9719	994953	0.97	1004672
47	9572	964514	0.98	974086
48	8781	987093	0.88	995874
49	9840	994320	0.98	1004160
50	9318	971012	0.95	980330
51	9539	993875	0.95	1003414
52	9826	995011	0.98	1004837
53	10172	971465	1.04	981637
54	9374	998311	0.93	1007685
55	10179	993547	1.01	1003726
56	9849	970314	1.00	980163
57	9903	986279	0.99	996182
58	10459	990366	1.05	1000825
59	10138	971981	1.03	982119
60	9831	982531	0.99	992362
61	10285	982162	1.04	992447
62	10710	957898	1.11	968608
63	10276	964881	1.05	975157
64	10261	969294	1.05	979555
65	10607	950691	1.10	961298
66	10225	958968	1.06	969193
67	10779	965097	1.10	975876
68	11289	943947	1.18	955236
69	10398	951143	1.08	961541
70	11026	957912	1.14	968938
71	11121	937488	1.17	948609
72	10666	946601	1.11	957267
73	11394	949136	1.19	960530
74	11855	929177	1.26	941032
75	11283	930121	1.20	941404
76	11672	934994	1.23	946666
77	11545	912485	1.25	924030
78	11549	914011	1.25	925560
79	11750	911017	1.27	922767
80	11588	886506	1.29	898094
81	11513	891084	1.28	902597
82	12004	890126	1.33	902130
83	11557	866804	1.32	878361
84	11697	871379	1.32	883076
85	11894	866302	1.35	878196
86	12244	848888	1.42	861132
87	11523	838679	1.36	850202
88	10756	792318	1.34	803074
89	3584	234808	1.50	238392

